"","source","target","mor"
"20048","TP73","THOP1",1
"20049","DNMT1","PLAT",1
"20050","JUN","BCL2L11",1
"20051","ETS2","GSK3B",1
"20052","KAT7","GSK3B",1
"20053","YY1","APH1A",1
"20054","PITX2","POLR2F",1
"20055","PITX2","TNFSF4",1
"20056","KMT2A","AFF1",1
"20057","SMAD7","GAST",-1
"20058","SMAD7","IL1B",1
"20059","ETS1","TMEM131L",1
"20060","HNF4A","WNT10B",1
"20061","GATA4","JARID2",1
"20062","JARID2","CDK4",1
"20063","PAX7","TP53",1
"20064","IRF2","CXCR4",-1
"20065","TP53","PC",1
"20066","RUNX1","VEGFA",-1
"20067","ZBTB17","BIN1",1
"20068","ZNF354C","BIN1",1
"20069","ESR1","RHO",1
"20070","KDM5B","CFC1",1
"20071","KDM5B","FGFR1",1
"20072","KDM5B","ME3",1
"20073","HIF1A","DDX3X",1
"20074","NKX2-5","TPO",1
"20075","EGR1","BCL2L11",1
"20076","FLI1","ESR1",1
"20077","MBD2","NFATC2",1
"20078","NFATC2","KDM1A",1
"20079","SP1","ATF2",1
"20080","TFAM","BIRC5",1
"20081","E2F1","SLC11A1",1
"20082","PPARG","SIRT3",1
"20083","CEBPA","IL4",1
"20084","ATF3","CD82",1
"20085","IRF5","IRF4",1
"20086","IRF4","IRF5",1
"20087","IRF5","IRF5",1
"20088","HOXA10","ARIH2",1
"20089","HOXA10","CISH",1
"20090","BCLAF1","BCLAF1",1
"20091","KAT7","BCLAF1",1
"20092","RELA","BCLAF1",1
"20093","BCLAF1","SIRT1",1
"20094","JUN","APOM",-1
"20095","JUNB","APOM",-1
"20096","SPI1","APOM",1
"20097","HIF1A","LRP1",1
"20098","HSF1","CSF3",1
"20099","HSF1","CSF2",1
"20100","HSF1","THEG",1
"20101","CEBPB","CSF2",1
"20102","CEBPB","THEG",1
"20103","TBX3","SPP1",-1
"20104","HIF1A","HSF1",1
"20105","HESX1","NLRP3",1
"20106","HIF1A","ESR1",1
"20107","MBD2","APP",1
"20108","MBD2","SLC25A5",1
"20109","ESRRG","DNMT1",1
"20110","DNMT1","NR0B2",1
"20111","NR0B2","DNMT1",-1
"20112","HIF1A","MAT2A",1
"20113","TP53","DYM",1
"20114","NFYA","IGF1",1
"20115","STAT6","VCAM1",1
"20116","GATA4","MPG",1
"20117","NFE2L2","HBG1",1
"20118","SP1","CDH5",1
"20119","SP3","CDH5",1
"20120","EZH2","PC",1
"20121","MSX2","ABCG2",1
"20122","SP1","ABCG2",1
"20123","ELF4","MAB21L1",1
"20124","SP1","STC1",1
"20125","FOXN1","LXN",1
"20126","FOXA2","PI3",1
"20127","ATF3","ID1",-1
"20128","ID1","MMP2",1
"20129","NR5A1","PIAS1",1
"20130","NR4A2","FOXP3",1
"20131","MEF2A","ZNF266",1
"20132","ZNF266","ZNF266",1
"20133","NFKB1","CXCR5",1
"20134","CEBPB","LAMC1",1
"20135","FOXO1","BGLAP",-1
"20136","RBPJ","BMP2",1
"20137","CDX4","HOXA10",1
"20138","HOXA10","CDX4",1
"20139","JUND","RHOH",-1
"20140","NCOA2","IL6",1
"20141","HEY1","ATXN1L",1
"20142","FOXD3","RND3",1
"20143","NR2C2","SCD",1
"20144","NR2C2","INS",1
"20145","TP63","ID2",-1
"20146","TP53","OTX1",1
"20147","ATF2","FN1",1
"20148","TRERF1","IL4",1
"20149","TRERF1","FOXP3",1
"20150","FOS","IL27",1
"20151","MAX","NRP1",1
"20152","TP53","KDM6B",1
"20153","KCNIP3","CACNA1C",1
"20154","KCNIP3","CAMK2A",1
"20155","FOSL1","CEBPA",-1
"20156","NFAT5","TNFSF11",1
"20157","IRF8","ACOT11",1
"20158","IRF8","CTLA4",1
"20159","E2F1","NEUROG3",1
"20160","NEUROG3","CDK4",1
"20161","NR1H4","PPARGC1A",1
"20162","ESR1","CYP2C9",1
"20163","HOXC9","CXCL8",1
"20164","ARNT","CRYAB",1
"20165","GLI1","REG4",1
"20166","CDX1","SLC26A3",1
"20167","CTCF","PLCB1",1
"20168","CTCF","PLCB4",1
"20169","PAX6","PLCB1",1
"20170","PAX6","PLCB4",1
"20171","RORA","PLCB4",1
"20172","PPARD","MMP9",1
"20173","TP73","UHRF1",1
"20174","HOXA1","ALDH1A2",1
"20175","PBX1","ALDH1A2",1
"20176","PBX2","ALDH1A2",1
"20177","STAT2","KRT27",1
"20178","STAT2","ME3",1
"20179","TCF12","IFNA1",1
"20180","NFATC1","TIMP1",1
"20181","NFIL3","IL13",-1
"20182","HOXD1","ITGB1",1
"20183","FOXO1","ANGPTL2",1
"20184","JUN","H1-2",1
"20185","SPI1","UCHL1",1
"20186","SP1","DOK7",1
"20187","DLX2","AMELX",1
"20188","DLX2","FOXJ1",1
"20189","FOXJ1","DLX2",1
"20190","FOXJ1","AMELX",1
"20191","PITX2","AMELX",1
"20192","NCOA2","CCND1",1
"20193","BHLHE40","CCND1",-1
"20194","CREB1","XPC",1
"20195","FOS","CXCL2",1
"20196","SMARCA1","PRL",1
"20197","NONO","PRL",1
"20198","SFPQ","PRL",1
"20199","JUN","NT5E",1
"20200","SRY","NTF3",1
"20201","SOX9","NTF3",1
"20202","EOMES","IL2RB",1
"20203","TBX21","IL2RB",1
"20204","TP63","RBL2",1
"20205","TP63","SKP2",1
"20206","MSX2","WNT3A",1
"20207","MSX2","WNT7A",1
"20208","MSX2","WNT7B",1
"20209","MSX2","LRP5",1
"20210","MSX2","WNT10B",1
"20211","MSX2","WNT2",1
"20212","SMAD3","EGR2",1
"20213","GATA6","CAV1",-1
"20214","TBX4","FGF10",1
"20215","AHR","WIF1",1
"20216","ESR1","WIF1",1
"20217","NFATC1","IL6",1
"20218","EZH2","SFRP1",1
"20219","TGFB1I1","NR2C2",1
"20220","NR2C2","TGFB1I1",1
"20221","PITX2","MAP2K4",1
"20222","TBX21","SOCS1",1
"20223","TBX21","SOCS3",1
"20224","RUNX1","CBFA2T3",1
"20225","RUNX1","SIN3A",1
"20226","SPI1","CBFA2T3",1
"20227","SPI1","SIN3A",1
"20228","STAT5A","FKBP1A",1
"20229","STAT5A","QPCT",1
"20230","RARA","PCK1",1
"20231","DLX3","DLX3",1
"20232","MAFA","CDK4",1
"20233","SREBF2","NR1H3",1
"20234","NR1H3","SREBF2",1
"20235","RUNX3","IL1B",1
"20236","NFATC3","C4B",1
"20237","SRF","INS",1
"20238","AR","MCL1",1
"20239","AR","ACACA",1
"20240","SALL4","ABCG2",1
"20241","SP1","RGN",-1
"20242","HOXB2","KAT2B",1
"20243","KAT7","FGFR1",1
"20244","KAT7","HAT1",1
"20245","KAT7","KRT16",1
"20246","KAT7","KRT8",1
"20247","STAT1","MAP3K14",1
"20248","STAT1","TRAF6",1
"20249","TP63","BCL2",1
"20250","TP63","BBC3",1
"20251","SP1","ASPN",1
"20252","THRA","THRSP",1
"20253","KLF2","RELN",1
"20254","JUN","ASAH2",1
"20255","POU2F1","NFYA",1
"20256","MYC","TOP1MT",1
"20257","TP53","RGS13",1
"20258","ID4","ABCC3",1
"20259","ID4","ABCC6",1
"20260","SOX2","ABCC6",1
"20261","KLF4","IFITM3",-1
"20262","NR1I2","PIAS3",1
"20263","FOXP1","IL7R",1
"20264","EZH2","RAP1GAP",1
"20265","FOXO3","CCNG2",1
"20266","SMAD2","CCNG2",1
"20267","SMAD3","CCNG2",1
"20268","SMAD4","CCNG2",1
"20269","GATA2","CGA",1
"20270","FOXO4","SOD2",1
"20271","FOXO4","ATXN3",1
"20272","HMGA2","TERT",1
"20273","ASCL1","LARGE1",1
"20274","ERG","ERG",1
"20275","FLI1","ERG",1
"20276","GATA3","ERG",1
"20277","LYL1","ERG",1
"20278","ESR1","TLE1",1
"20279","RELA","GRP",1
"20280","HNF4A","POP1",1
"20281","PAX5","FHL2",1
"20282","ZBTB14","FHL2",1
"20283","RORA","APOA4",1
"20284","RORA","SULT1B1",1
"20285","SMAD4","RUNX1T1",1
"20286","MYC","AGTR1",1
"20287","AR","AGTR1",1
"20288","MYC","KLK3",1
"20289","RUNX2","LRP5",1
"20290","CEBPG","STAT5B",1
"20291","PPARA","STAT5B",1
"20292","CEBPA","STAT5B",1
"20293","CEBPB","STAT5B",1
"20294","SMARCE1","MYOD1",1
"20295","TSHZ3","MYOD1",1
"20296","SMARCE1","MYOG",1
"20297","TSHZ3","MYOG",1
"20298","USF1","B3GNT9",1
"20299","USF1","PRKAA1",1
"20300","POU5F1","RLIM",1
"20301","SOX2","RLIM",1
"20302","LEF1","UTP3",1
"20303","STAT3","ESR2",1
"20304","EZH2","CBX2",1
"20305","EZH2","CDKN1A",-1
"20306","EZH2","CHEK1",1
"20307","EZH2","FBXO32",-1
"20308","TP53","FBXO32",1
"20309","UBTF","CREBBP",1
"20310","REL","DLGAP5",1
"20311","PAX5","CSF1R",-1
"20312","SP1","HSD17B11",1
"20313","CEBPA","HSD17B11",1
"20314","MBD2","CD4",1
"20315","MBD2","CD70",1
"20316","NCOA1","CCNA2",1
"20317","NCOA1","CDK2",1
"20318","TP53","MDC1",1
"20319","LEF1","CHGA",1
"20320","SSRP1","GAL",1
"20321","PAX5","NEDD9",1
"20322","TP53","HMOX1",1
"20323","TP73","HMOX1",1
"20324","NR5A2","ILF3",1
"20325","NR5A2","PRMT1",1
"20326","SP1","TGFBI",1
"20327","SP3","TGFBI",1
"20328","ZBTB33","MMP1",1
"20329","RARB","HIF1A",1
"20330","HIF1A","RARB",1
"20331","RUNX1","SIRT1",1
"20332","RBPJ","BIRC5",1
"20333","RUNX3","LILRB3",1
"20334","SPI1","LILRB3",1
"20335","XBP1","INS",1
"20336","JUN","CDKN2A",1
"20337","MTA1","CDKN2A",1
"20338","SRF","KDM4A",1
"20339","TFAP2B","CRYAB",1
"20340","TFAP2A","CRYAB",1
"20341","SALL3","OPN1LW",1
"20342","CTCFL","MAGEA4",1
"20343","EGR1","RRAD",1
"20344","KLF10","RUNX2",1
"20345","KAT8","KAT2B",1
"20346","GLI2","ASCL1",1
"20347","HIVEP2","MYC",-1
"20348","TP53","LTA",1
"20349","KLF5","PLG",1
"20350","PGR","KLF5",1
"20351","HMGA2","KLF5",1
"20352","HMGA2","PLG",1
"20353","KLF5","CCNA2",1
"20354","KLF5","CDT1",1
"20355","PPARA","RETSAT",1
"20356","AHR","NQO1",-1
"20357","HR","NQO1",1
"20358","GFI1","ABL1",1
"20359","PPARG","IFNB1",-1
"20360","NR5A2","LHB",1
"20361","STAT1","LY96",1
"20362","RELA","LY96",1
"20363","PPARG","RARRES2",1
"20364","SRF","CYLD",1
"20365","NHLH2","ASCL1",1
"20366","RELA","TNFRSF1A",1
"20367","RELA","TRADD",1
"20368","RELA","TRAF2",1
"20369","SP3","ENAM",1
"20370","RUNX1","SMAD6",1
"20371","GLI1","CYLD",-1
"20372","DBP","PVR",1
"20373","TCF3","PVR",1
"20374","CEBPB","GPD1",1
"20375","CEBPB","STMN1",1
"20376","PPARG","DLK1",1
"20377","CEBPB","PDK4",1
"20378","RUNX3","AGTRAP",1
"20379","KLF4","PFKP",1
"20380","NCOA1","MED1",1
"20381","NCOA1","UBE2C",1
"20382","NCOA3","MED1",1
"20383","NCOA3","POLR2F",1
"20384","NCOA3","UBE2C",1
"20385","NEUROD6","NEUROD1",1
"20386","NR3C1","IL2",-1
"20387","SALL3","CYC1",1
"20388","NKX3-1","MAP3K5",1
"20389","NKX3-1","MAPK1",1
"20390","TP53","MAP3K5",1
"20391","NKX3-1","PTGFR",1
"20392","NFE2L2","CALCA",1
"20393","PBX1","BGLAP",-1
"20394","SP7","BGLAP",1
"20395","HOXA10","SP7",1
"20396","PBX1","SP7",-1
"20397","CEBPB","MSTN",1
"20398","PPARD","LEP",-1
"20399","EOMES","IL17A",1
"20400","STAT5A","CD207",1
"20401","PAX8","RB1",1
"20402","PAX8","SLC25A5",1
"20403","PAX8","TNFRSF11A",1
"20404","PAX8","E2F1",1
"20405","ESRRB","OTX2",1
"20406","NEUROD1","OTX2",1
"20407","NR2E3","OTX2",1
"20408","NFATC1","TNFSF10",1
"20409","SP3","CD2AP",1
"20410","KDM5A","BGLAP",1
"20411","KDM5A","MARK1",1
"20412","SP7","FGFR1",1
"20413","SP7","MARK1",1
"20414","SP7","ME3",1
"20415","TBX6","CDKN1B",1
"20416","FOXP1","GJA1",1
"20417","FOXP1","MYH7",1
"20418","FOXP1","RCAN1",1
"20419","HESX1","MYH7",1
"20420","HESX1","RCAN1",1
"20421","NFATC4","GJA1",1
"20422","NFATC4","MYH7",1
"20423","NFATC4","RCAN1",1
"20424","FOXP1","CDKN1C",1
"20425","FOXP1","MYH6",1
"20426","CEBPB","RIC8B",1
"20427","SMARCA1","RIC8B",1
"20428","GATA2","CDX2",1
"20429","MBD2","POU5F1",-1
"20430","DNMT3A","POU5F1",-1
"20431","NR6A1","MBD3",1
"20432","GATA4","HAMP",1
"20433","STAT3","PRKAA1",1
"20434","NFE2","HBG1",1
"20435","KLF2","HBB",1
"20436","RELA","PLK1",1
"20437","HIF1A","NRP2",-1
"20438","HNF1A","SPINK1",1
"20439","IRF3","TICAM1",1
"20440","GATA3","DUSP16",1
"20441","TBX21","DUSP16",1
"20442","SMAD2","RGCC",1
"20443","ETV4","RGCC",1
"20444","SMAD4","RGCC",1
"20445","SMAD3","RGCC",1
"20446","HIF1A","SLC8A1",1
"20447","HR","HPSE",1
"20448","HR","RRM1",1
"20449","EHF","RUVBL1",1
"20450","TP53","H2BC11",1
"20451","TP53","KRT9",1
"20452","TP53","PAF1",1
"20453","TP53","RNF20",1
"20454","ID4","IGF1R",1
"20455","NR1H4","KRT13",1
"20456","DLX5","AKT1",1
"20457","CREB1","TIMM50",1
"20458","ETS1","TIMM50",1
"20459","TP53","TIMM50",1
"20460","DMRT1","STRA8",-1
"20461","JUN","HAVCR2",1
"20462","NR5A1","STARD7",1
"20463","ETV1","POMC",1
"20464","STAT3","CAV1",1
"20465","ZBTB38","MYOG",1
"20466","SMAD3","FOXA2",1
"20467","AIRE","TLR3",1
"20468","AIRE","TLR8",1
"20469","ERG","RHOJ",1
"20470","PGR","CYP19A1",-1
"20471","NFKB1","IL17C",1
"20472","RELA","IL17C",1
"20473","ESR1","CCN2",1
"20474","OVOL2","H1-6",1
"20475","SP1","PREX1",1
"20476","TP63","PTEN",1
"20477","TP63","AKT1",1
"20478","SRY","TCF21",1
"20479","SOX9","TCF21",1
"20480","HOXB1","CRABP1",1
"20481","RUNX3","JAG1",-1
"20482","NFE2L2","CRYZ",1
"20483","HES1","MAML1",1
"20484","MAML1","HES1",1
"20485","FOXC2","ITGB1",1
"20486","NR3C1","TSC22D3",1
"20487","ELK1","BAX",1
"20488","ELK1","CDKN1A",1
"20489","NFATC3","IL2",1
"20490","NFATC3","PTGS2",1
"20491","ERF","ACSL5",1
"20492","SNAI2","STAT1",1
"20493","SP1","TRPV1",1
"20494","SP4","TRPV1",1
"20495","NR1H3","CYP1A1",1
"20496","NR1H3","HLA-DRB1",1
"20497","ZFPM1","IFNG",1
"20498","JUN","ABCC8",1
"20499","TGIF1","ELAVL1",1
"20500","STAT5A","LEP",1
"20501","KAT7","APC",1
"20502","YBX1","PC",1
"20503","YBX1","AR",1
"20504","NCOA1","S100B",1
"20505","FOXP3","H1-5",1
"20506","FOS","EGF",1
"20507","E2F1","KCNH1",1
"20508","TP53","KCNH1",1
"20509","TP53","PTPN6",1
"20510","HNF4A","UPK2",1
"20511","TFAP2A","INHA",1
"20512","SKIL","FSHB",-1
"20513","TGIF1","FSHB",-1
"20514","JUN","FSHB",1
"20515","STAT1","IL17A",1
"20516","STAT1","IL17RA",1
"20517","CXXC1","RB1",1
"20518","SREBF1","FGF21",-1
"20519","KLF2","KPNA2",1
"20520","KLF4","KPNA2",1
"20521","ESR1","FGF8",1
"20522","NHLH2","MC4R",1
"20523","AR","CYP17A1",1
"20524","SOX17","CYP17A1",1
"20525","ZNF512B","ZNF512B",1
"20526","GATA2","EMCN",1
"20527","GLI1","CD24",1
"20528","GLI1","VEGFA",1
"20529","YY1","BRCA1",1
"20530","MYC","RAC3",1
"20531","KAT5","DNTTIP2",1
"20532","NKX2-2","SIRT2",1
"20533","ERG","SPP1",1
"20534","CEBPB","PRLR",1
"20535","SP1","PRLR",1
"20536","MBD2","NOS3",1
"20537","HIF1A","VLDLR",1
"20538","RARA","CADM1",1
"20539","EN1","UTRN",-1
"20540","CUX1","DAXX",1
"20541","CUX1","KISS1",1
"20542","TTF1","KISS1",1
"20543","YY1","KISS1",-1
"20544","NRL","CISH",1
"20545","RORB","NRL",1
"20546","NEUROG3","ATOH8",1
"20547","ATOH8","FGFR1",1
"20548","ATOH8","KRT27",1
"20549","ATOH8","ME3",1
"20550","TWIST1","DSPP",1
"20551","STAT3","ABCB1",1
"20552","HOXB5","RET",1
"20553","CEBPB","P2RX3",1
"20554","RUNX1","P2RX3",1
"20555","DNMT3B","TERT",1
"20556","ETV4","NOTCH1",1
"20557","ETV4","NOTCH4",1
"20558","JUN","NOTCH4",1
"20559","IRF4","INPP5D",1
"20560","ESR1","KCNK5",1
"20561","SFPQ","PER1",1
"20562","SFPQ","SIN3A",1
"20563","IRF1","SMARCA4",1
"20564","KMT2A","HOXC6",1
"20565","KMT2B","HOXC6",1
"20566","NCOR1","HOXC6",1
"20567","ESR1","HOXC6",1
"20568","ESR2","HOXC6",1
"20569","NFKB1","TREM1",1
"20570","TP53","XPO1",-1
"20571","ATF4","DKK1",1
"20572","KLF4","IL17A",1
"20573","RARA","TNFRSF10A",1
"20574","RARA","WDR11",1
"20575","GLI1","BMI1",1
"20576","CEBPA","CTSL",1
"20577","THRB","RGN",1
"20578","CEBPB","COPS5",1
"20579","STAT3","COPS5",1
"20580","CEBPG","COPS5",1
"20581","GATA1","COPS5",1
"20582","CTCF","ATXN7",1
"20583","RXRA","ABCC2",1
"20584","LEF1","NANOG",1
"20585","ESR1","STK11",-1
"20586","TBX21","ABL1",1
"20587","TBX21","BTK",1
"20588","TBX21","PTPRJ",1
"20589","HOXB7","EGFR",1
"20590","LHX2","GFAP",1
"20591","NFIA","GFAP",1
"20592","MYC","PSMD10",1
"20593","AHR","PPARGC1B",1
"20594","CREB1","FILIP1L",1
"20595","MYC","ABCA4",1
"20596","MYC","ABCB6",1
"20597","CREB1","BMP2",1
"20598","PAX6","OLIG2",-1
"20599","TCF12","OLIG2",1
"20600","PITX3","MIP",1
"20601","PITX3","TNPO1",1
"20602","GATA2","SNCA",1
"20603","SRF","GATA2",1
"20604","DDIT3","H3-3A",1
"20605","PPARG","CTSL",1
"20606","PPARA","CTSL",1
"20607","TEAD4","CCN2",1
"20608","SALL3","TH",1
"20609","KAT7","PLA2G4A",1
"20610","KAT7","KAT2A",1
"20611","HNF1B","CA2",1
"20612","HNF1B","CFTR",1
"20613","HNF1B","PROM1",1
"20614","CREB1","DIO2",1
"20615","GABPA","GFI1",1
"20616","RUNX1","HBZ",1
"20617","SRF","TNC",1
"20618","HMBOX1","LAMP1",1
"20619","HMBOX1","KLRK1",1
"20620","SIX1","EYA2",1
"20621","ZNF384","HES1",1
"20622","ZNF384","PDLIM7",1
"20623","ATF6","CREB3",1
"20624","MAFB","PTH",1
"20625","FOXO3","RUNX2",1
"20626","OLIG2","GFAP",-1
"20627","MEF2C","OPN1MW",1
"20628","MEF2C","RGR",-1
"20629","MEF2C","RHO",-1
"20630","MEF2C","RPE65",1
"20631","CREB1","GDA",1
"20632","NR0B2","MAPK8",1
"20633","RFX1","PTPN6",1
"20634","TFAP4","MAPK8",1
"20635","TFAP4","PTPN6",1
"20636","MAX","CD80",1
"20637","MAX","SLC25A1",1
"20638","MYC","CD80",1
"20639","MYC","SLC25A1",1
"20640","RUNX1","SERPINB13",-1
"20641","RUNX1","CTSK",1
"20642","XBP1","SIRT1",1
"20643","STAT3","IRF1",1
"20644","MBD2","ADGRB1",1
"20645","NR0B2","EGR1",-1
"20646","HNF4A","EGR1",1
"20647","TP73","CASP8AP2",1
"20648","ATF5","GFAP",1
"20649","RORA","SMARCD1",1
"20650","CREB3L2","SEC24C",1
"20651","FOXL2","ACTA2",1
"20652","STAT3","FOXO1",1
"20653","STAT3","FOXO3",1
"20654","STAT3","BAD",-1
"20655","STAT3","FASLG",-1
"20656","SOX17","ROBO4",1
"20657","AR","FKBP4",1
"20658","URI1","AR",-1
"20659","AR","URI1",1
"20660","SP1","TINF2",1
"20661","JUN","RHOC",1
"20662","TP53","GAS1",1
"20663","USF1","NR5A1",1
"20664","NR5A1","SHBG",1
"20665","USF2","NR5A1",1
"20666","AR","TUBB3",1
"20667","CEBPA","OXTR",1
"20668","ISL1","NEUROD4",1
"20669","JUN","GADD45A",1
"20670","EBF1","BCR",1
"20671","NFATC1","FGFR1",1
"20672","NFATC1","KRT27",1
"20673","NFATC1","ME3",1
"20674","NFATC1","KDM6B",1
"20675","AHR","MFSD2A",1
"20676","ARNT","MFSD2A",1
"20677","ESR1","RET",1
"20678","CEBPB","ERCC6",1
"20679","CEBPB","HSPA9",1
"20680","MYC","IGF1R",1
"20681","MYC","IL7R",1
"20682","ATF4","CHAC1",1
"20683","RUNX1","PIK3CG",1
"20684","HIF1A","SH3BP2",1
"20685","MTF1","ABCC3",1
"20686","TP63","POLI",1
"20687","TP63","BNC1",1
"20688","DDIT3","LCN2",1
"20689","ESR1","LCN2",1
"20690","FOXO1","PNPLA2",1
"20691","HES1","TLX3",1
"20692","NFE2L2","CACNA1C",1
"20693","PBX1","CDKN2B",1
"20694","VDR","IL17A",1
"20695","AIRE","CD28",1
"20696","FOXP3","FASLG",-1
"20697","AR","CDK20",1
"20698","STAT3","SECTM1",1
"20699","LITAF","FURIN",1
"20700","MSGN1","WNT3A",1
"20701","HIF1A","MMP15",1
"20702","DNMT1","PDLIM7",1
"20703","DNMT3A","PDLIM7",1
"20704","NR5A1","CYP26B1",1
"20705","SOX9","CYP26B1",1
"20706","FOXL2","CYP26B1",-1
"20707","HOXA10","SPAST",1
"20708","HOXA10","EMX2",-1
"20709","ESRRG","CYP19A1",1
"20710","HIF1A","ESRRG",1
"20711","IRF8","ARG1",1
"20712","SPI1","ARG1",1
"20713","NR1H3","ARG1",1
"20714","NR1H3","TRIM63",1
"20715","NFAT5","ACTA2",1
"20716","NFAT5","CISH",1
"20717","IRF1","TG",1
"20718","CEBPB","WNT10B",1
"20719","SP1","TIGAR",1
"20720","ESR1","AURKA",1
"20721","GATA3","ERBB2",1
"20722","TRPS1","ERBB2",1
"20723","GATA3","AURKA",1
"20724","RELA","GLRX",1
"20725","ESR2","FOXM1",-1
"20726","FOXN1","B3GNT9",1
"20727","NR1I2","SULT1E1",1
"20728","HNF4A","RNF34",1
"20729","HNF4A","SULT1E1",1
"20730","STAT3","ICOS",1
"20731","DNMT1","BRMS1",1
"20732","DNMT1","TNF",1
"20733","E2F1","CDKN2D",1
"20734","RARA","STAT1",-1
"20735","ATF4","PER2",1
"20736","CEBPB","GAP43",1
"20737","EZH2","VIM",1
"20738","NFIC","FABP7",1
"20739","POU3F1","FABP7",1
"20740","POU3F2","FABP7",1
"20741","TCF21","KISS1",1
"20742","TCF3","KISS1",1
"20743","ZEB1","CCN2",-1
"20744","CTCF","MGAT5B",1
"20745","NEUROD1","MGAT5B",1
"20746","HIF1A","CTF1",1
"20747","HIF1A","SLC22A5",1
"20748","HOXC8","LLGL1",1
"20749","CREB1","AQP2",1
"20750","FOXO1","MAOA",-1
"20751","ESR2","SFTPB",1
"20752","SRF","GLIPR1",1
"20753","SP1","APOB",1
"20754","TFCP2","GFAP",1
"20755","MYC","IGF2BP1",1
"20756","MYC","PDCD4",1
"20757","PDX1","FGFR1",1
"20758","PDX1","OGA",1
"20759","PPARG","PGK1",-1
"20760","PPARG","PRKCZ",-1
"20761","PITX2","CRY1",1
"20762","CREB1","TNFSF13",1
"20763","SMAD3","TNFSF13",1
"20764","NR3C1","KRAS",1
"20765","NR3C1","RAF1",1
"20766","HNF1A","XBP1",1
"20767","HNF1A","HSPA5",1
"20768","FOXA2","NEUROG3",1
"20769","GLIS3","NEUROG3",1
"20770","SP1","POLI",1
"20771","YBX1","PABPC1",1
"20772","GATA4","EPO",1
"20773","NR1I3","FN1",1
"20774","MITF","LYN",1
"20775","MITF","PIK3R1",1
"20776","ATF5","EGR1",1
"20777","HSF4","HSF2",-1
"20778","IRF3","SH3PXD2A",1
"20779","YY1","HAS2",-1
"20780","AR","OSR1",1
"20781","STAT3","KRT17",1
"20782","MYCN","DKK3",-1
"20783","NR3C2","CKM",1
"20784","SRF","MYH4",1
"20785","POU5F1","ACTG2",-1
"20786","POU5F1","CDH1",1
"20787","SMAD3","PLAU",1
"20788","SMAD3","CDH1",-1
"20789","NFE2L2","MST1R",1
"20790","SATB1","IL4",1
"20791","NFATC2","LARGE1",1
"20792","KLF6","PSG5",1
"20793","KLF6","CTSG",1
"20794","KLF6","PSG3",1
"20795","TP53","GSN",1
"20796","NFE2L2","UGT1A1",1
"20797","TWIST2","POSTN",1
"20798","KLF5","GRHL3",1
"20799","NFATC2","NKX2-3",1
"20800","HSF1","NR4A3",1
"20801","NRF1","NR4A3",1
"20802","VDR","NPHS1",1
"20803","HNF4A","LPA",1
"20804","NR1H4","LPA",1
"20805","TFEB","LARGE1",1
"20806","FOXO1","POU5F1",1
"20807","FOXO1","SOX2",1
"20808","DDIT3","FN1",1
"20809","DDIT3","PTX3",1
"20810","KLF1","DNASE2",1
"20811","ETS2","FLT4",1
"20812","IRF6","IRF6",1
"20813","NFE2L2","KRAS",1
"20814","AR","PIP",1
"20815","RUNX2","PIP",1
"20816","RELA","TRIM28",1
"20817","STAT3","TRIM28",1
"20818","NFE2L2","BACH1",1
"20819","SPI1","IGF2",1
"20820","ZNF91","IGF2",1
"20821","CTCF","CDKN1A",1
"20822","ATF1","KAT2B",1
"20823","STAT6","SLC26A4",1
"20824","DNMT1","SLC12A2",1
"20825","ERG","CRISP3",1
"20826","PGR","TH",1
"20827","BCL6B","GDNF",1
"20828","POU3F1","GDNF",1
"20829","ETV5","CXCR4",1
"20830","TBXT","CXCR4",1
"20831","IRF1","PMAIP1",1
"20832","IRF4","PMAIP1",-1
"20833","IRF4","IFNG",1
"20834","FOXO1","CYP1A1",1
"20835","RORA","AGRP",1
"20836","RORA","NR1D2",1
"20837","RORA","PLG",1
"20838","RORA","SPARC",1
"20839","IRF4","CDKN1B",1
"20840","MYC","IRF4",1
"20841","NR5A1","SHH",1
"20842","CEBPA","FOSB",1
"20843","SP1","FOSB",1
"20844","ESR1","SCARB1",1
"20845","ATF3","PDX1",-1
"20846","PDX1","AXIN1",1
"20847","ATF6","INS",-1
"20848","ATF6B","INS",1
"20849","NR4A3","ADCYAP1",1
"20850","NR4A3","CRH",1
"20851","IRX3","GJA5",1
"20852","IRX3","GJA1",-1
"20853","EGR1","SPRY1",1
"20854","NFIL3","PHEX",-1
"20855","NFIL3","PTH",1
"20856","SATB2","SATB2",1
"20857","SP7","SATB2",1
"20858","SATB2","SP7",1
"20859","KLF10","KDR",1
"20860","AHR","SULT1E1",1
"20861","IKZF4","HBG1",1
"20862","ISL1","CCND1",1
"20863","MYC","ISL1",1
"20864","ISL1","MYC",1
"20865","TP53","PAPPA",1
"20866","TP53","MET",-1
"20867","ETV4","CXCR4",1
"20868","NR5A1","HJV",1
"20869","KMT2A","ELL2",1
"20870","FOXP2","MET",-1
"20871","MYC","FOXO3",1
"20872","AHR","FLG",1
"20873","SMAD2","PPARG",1
"20874","SMAD4","PPARG",1
"20875","RUNX1","LITAF",1
"20876","RUNX1","GADD45A",1
"20877","E2F3","IL6R",1
"20878","PTF1A","ATOH7",-1
"20879","YY1","POSTN",-1
"20880","HMBOX1","IFNG",1
"20881","HIF1A","ZNF267",1
"20882","FOSL1","EGF",1
